name,category,NORAD ID,Int'l Code,Perigee,Apogee,Inclination,Period,Semi major axis,RCS,Launch date,Source,Launch site
MOLNIYA 3-24,Molniya,15738,1985-040A,"1,607.5 km","30,838.5 km",63.9 &deg,563.3 minutes,22594 km,15.2493 m,1985,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-63,Molniya,15429,1984-124A,"2,656.0 km","37,760.9 km",63.7 &deg,718.8 minutes,26579 km,15.7385 m,1984,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
NOAA 14,NOAA,23455,1994-089A,845.6 km,859.1 km,98.5 &deg,101.8 minutes,7223 km,3.746 m,1994,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 13,NOAA,22739,1993-050A,850.1 km,864.1 km,98.5 &deg,101.9 minutes,7228 km,5.23 m,1993,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 17,NOAA,27453,2002-032A,807.3 km,823.5 km,98.6 &deg,101.0 minutes,7186 km,4.9977 m,2002,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
MOLNIYA 3-27,Molniya,16393,1985-117A,"2,486.8 km","35,899.6 km",64.7 &deg,678.0 minutes,25564 km,15.138 m,1985,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-69,Molniya,17078,1986-089A,"2,326.7 km","38,012.4 km",64.1 &deg,717.2 minutes,26540 km,14.8739 m,1986,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 3-31,Molniya,17328,1987-008A,"2,403.3 km","37,958.0 km",63.8 &deg,717.6 minutes,26551 km,13.7844 m,1987,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-71,Molniya,18946,1988-017A,"2,066.8 km","38,309.2 km",63.5 &deg,717.9 minutes,26558 km,20.0475 m,1988,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
MOLNIYA 1-75,Molniya,19807,1989-014A,"1,462.4 km","38,943.7 km",64.3 &deg,718.5 minutes,26574 km,12.6191 m,1989,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
MOLNIYA 3-40,Molniya,21196,1991-022A,"1,796.0 km","38,152.2 km",64.5 &deg,709.3 minutes,26345 km,16.1317 m,1991,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-80,Molniya,21118,1991-012A,"1,834.1 km","37,735.5 km",64.3 &deg,701.6 minutes,26155 km,6.3095 m,1991,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-81,Molniya,21426,1991-043A,"1,622.2 km","38,745.4 km",64.0 &deg,717.8 minutes,26554 km,14.841 m,1991,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
MOLNIYA 3-41,Molniya,21706,1991-065A,"2,099.9 km","37,621.8 km",64.2 &deg,704.7 minutes,26231 km,14.2786 m,1991,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 3-42,Molniya,22178,1992-067A,"1,723.8 km","35,412.9 km",64.7 &deg,653.3 minutes,24939 km,14.9769 m,1992,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-87,Molniya,22949,1993-079A,"1,972.5 km","38,005.2 km",63.4 &deg,709.9 minutes,26359 km,9.1855 m,1993,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-86,Molniya,22671,1993-035A,534.5 km,"13,430.8 km",63.2 &deg,256.0 minutes,13353 km,9.1305 m,1993,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-88,Molniya,23420,1994-081A,"1,133.9 km","23,896.4 km",64.1 &deg,430.5 minutes,18886 km,15.512 m,1994,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 3-47,Molniya,23642,1995-042A,"2,020.3 km","38,113.6 km",63.2 &deg,713.0 minutes,26437 km,13.479 m,1995,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-90,Molniya,24960,1997-054A,693.3 km,"25,576.1 km",63.5 &deg,451.9 minutes,19505 km,12.4754 m,1997,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-91,Molniya,25485,1998-054A,490.0 km,"34,369.1 km",62.8 &deg,609.0 minutes,23800 km,13.9766 m,1998,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
TRANSIT 4B,Navy Navigation Satellite System,202,1961-031A,954.7 km,"1,105.3 km",32.4 &deg,105.6 minutes,7401 km,2.1391 m,1961,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
MOLNIYA 3-50,Molniya,25847,1999-036A,677.5 km,"39,682.8 km",62.3 &deg,717.6 minutes,26551 km,11.7204 m,1999,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
TRANSIT 5B-1,Navy Navigation Satellite System,670,1963-038B,"1,071.0 km","1,129.7 km",90.0 &deg,107.1 minutes,7471 km,0.806 m,1963,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
TRANSIT 5B-2,Navy Navigation Satellite System,704,1963-049B,"1,065.7 km","1,116.4 km",89.9 &deg,106.9 minutes,7462 km,1.2872 m,1963,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 6582 (TRANSIT 5E-5),Navy Navigation Satellite System,959,1964-083C,"1,005.3 km","1,068.6 km",90.0 &deg,105.8 minutes,7407 km,1.6198 m,1964,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 4412 (TRANSIT 9),Navy Navigation Satellite System,801,1964-026A,815.4 km,886.0 km,90.5 &deg,101.8 minutes,7221 km,1.2846 m,1964,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
TRANSIT 5E 3,Navy Navigation Satellite System,705,1963-049C,"1,063.6 km","1,114.8 km",89.9 &deg,106.9 minutes,7460 km,1.4119 m,1963,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 5798 (TRANSIT 5B-4),Navy Navigation Satellite System,897,1964-063B,"1,051.7 km","1,081.8 km",90.2 &deg,106.4 minutes,7437 km,0.5573 m,1964,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 6582 (TRANSIT 5B-5),Navy Navigation Satellite System,965,1964-083D,"1,025.9 km","1,083.5 km",90.0 &deg,106.1 minutes,7425 km,1.0908 m,1964,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 8480 (TRANSIT 5B-6),Navy Navigation Satellite System,1420,1965-048A,"1,018.4 km","1,130.3 km",89.9 &deg,106.6 minutes,7445 km,1.6593 m,1965,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 8464 (TRANSIT 5B-7),Navy Navigation Satellite System,1514,1965-065F,"1,084.0 km","1,186.5 km",89.9 &deg,107.9 minutes,7506 km,1.5965 m,1965,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 1509 (TRANSIT 10),Navy Navigation Satellite System,1864,1965-109A,894.3 km,"1,060.4 km",89.1 &deg,104.5 minutes,7348 km,1.2329 m,1965,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 1593 (TRANSIT 11),Navy Navigation Satellite System,1952,1966-005A,854.3 km,"1,179.2 km",90.2 &deg,105.3 minutes,7387 km,1.4889 m,1966,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 1117 (TRANSIT 12),Navy Navigation Satellite System,2119,1966-024A,884.1 km,"1,096.6 km",89.7 &deg,104.8 minutes,7361 km,1.3523 m,1966,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 0082 (TRANSIT 13),Navy Navigation Satellite System,2176,1966-041A,836.3 km,945.0 km,90.2 &deg,102.6 minutes,7261 km,1.3127 m,1966,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 2366 (TRANSIT 14),Navy Navigation Satellite System,2401,1966-076A,"1,044.2 km","1,089.9 km",88.8 &deg,106.4 minutes,7438 km,1.5965 m,1966,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 7218 (TRANSIT 16),Navy Navigation Satellite System,2807,1967-048A,"1,065.1 km","1,092.0 km",89.6 &deg,106.6 minutes,7449 km,1.5463 m,1967,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 0100 (TRANSIT 15),Navy Navigation Satellite System,2754,1967-034A,"1,039.6 km","1,069.3 km",90.2 &deg,106.1 minutes,7425 km,1.455 m,1967,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 4947 (TRANSIT 17),Navy Navigation Satellite System,2965,1967-092A,"1,032.3 km","1,104.9 km",89.3 &deg,106.4 minutes,7439 km,1.524 m,1967,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NNSS 19 (TRANSIT 19),Navy Navigation Satellite System,4507,1970-067A,947.2 km,"1,206.1 km",89.9 &deg,106.6 minutes,7447 km,1.5637 m,1970,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OPS 7034 (TRANSIT 18),Navy Navigation Satellite System,3133,1968-012A,"1,020.4 km","1,130.5 km",90.0 &deg,106.6 minutes,7446 km,1.3738 m,1968,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NNSS 20 (TRANSIT 20),Navy Navigation Satellite System,6909,1973-081A,887.8 km,"1,121.7 km",89.8 &deg,105.1 minutes,7375 km,1.4124 m,1973,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOVA 1,Navy Navigation Satellite System,12458,1981-044A,"1,170.6 km","1,190.2 km",89.9 &deg,108.8 minutes,7551 km,1.789 m,1981,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
TRANSAT,Navy Navigation Satellite System,10457,1977-106A,"1,066.6 km","1,102.3 km",89.7 &deg,106.8 minutes,7455 km,1.7788 m,1977,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOVA 3,Navy Navigation Satellite System,15362,1984-110A,"1,157.5 km","1,205.0 km",90.1 &deg,108.9 minutes,7552 km,1.829 m,1984,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OSCAR 24,Navy Navigation Satellite System,15936,1985-066B,"1,004.0 km","1,262.0 km",90.2 &deg,107.8 minutes,7504 km,1.6504 m,1985,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
POLAR BEAR,Navy Navigation Satellite System,17070,1986-088A,959.9 km,"1,019.2 km",89.5 &deg,104.7 minutes,7360 km,1.4926 m,1986,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OSCAR 29,Navy Navigation Satellite System,18362,1987-080B,"1,022.8 km","1,179.6 km",90.3 &deg,107.1 minutes,7472 km,1.4883 m,1987,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OSCAR 27,Navy Navigation Satellite System,18361,1987-080A,"1,022.9 km","1,176.5 km",90.3 &deg,107.1 minutes,7470 km,1.5699 m,1987,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OSCAR 23,Navy Navigation Satellite System,19070,1988-033A,"1,018.6 km","1,308.3 km",90.4 &deg,108.5 minutes,7534 km,1.6001 m,1988,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOVA 2,Navy Navigation Satellite System,19223,1988-052A,"1,159.7 km","1,203.4 km",90.0 &deg,108.9 minutes,7552 km,1.96 m,1988,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OSCAR 25,Navy Navigation Satellite System,19419,1988-074A,"1,037.2 km","1,179.0 km",90.0 &deg,107.3 minutes,7479 km,1.4853 m,1988,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OSCAR 32,Navy Navigation Satellite System,19071,1988-033B,"1,019.5 km","1,306.1 km",90.4 &deg,108.5 minutes,7533 km,1.686 m,1988,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
OSCAR 31,Navy Navigation Satellite System,19420,1988-074B,"1,038.7 km","1,177.5 km",90.0 &deg,107.3 minutes,7479 km,1.4287 m,1988,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
CANX-6,Navy Navigation Satellite System,32784,2008-021B,605.7 km,623.4 km,97.6 &deg,96.8 minutes,6985 km,0.1943 m,2008,Canada (CA),SRIHARIKOTA (SRI)
O3B FM4,O3B Networks,39189,2013-031B,"8,069.1 km","8,077.0 km",0.1 &deg,287.9 minutes,14444 km,Unknown,2013,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM2,O3B Networks,39190,2013-031C,"8,068.8 km","8,077.2 km",0.1 &deg,287.9 minutes,14444 km,Unknown,2013,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B PFM,O3B Networks,39191,2013-031D,"8,069.0 km","8,077.1 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2013,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM8,O3B Networks,40079,2014-038A,"8,066.2 km","8,079.9 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2014,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM6,O3B Networks,40080,2014-038B,"8,070.3 km","8,075.8 km",0.1 &deg,287.9 minutes,14444 km,Unknown,2014,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM7,O3B Networks,40081,2014-038C,"8,069.2 km","8,076.9 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2014,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM3,O3B Networks,40082,2014-038D,"8,069.4 km","8,076.7 km",0.1 &deg,287.9 minutes,14444 km,Unknown,2014,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM10,O3B Networks,40348,2014-083A,"8,069.3 km","8,076.8 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2014,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM11,O3B Networks,40349,2014-083B,"8,069.3 km","8,076.8 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2014,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM12,O3B Networks,40350,2014-083C,"8,069.6 km","8,076.5 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2014,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM9,O3B Networks,40351,2014-083D,"8,069.3 km","8,076.8 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2014,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM15,O3B Networks,43231,2018-024A,"8,068.8 km","8,077.3 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2018,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM16,O3B Networks,43232,2018-024B,"8,068.8 km","8,077.3 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2018,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM14,O3B Networks,43233,2018-024C,"8,069.0 km","8,077.1 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2018,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM13,O3B Networks,43234,2018-024D,"8,065.3 km","8,080.7 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2018,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM20,O3B Networks,44112,2019-020A,"8,068.5 km","8,077.6 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2019,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM19,O3B Networks,44113,2019-020B,"8,066.7 km","8,079.3 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2019,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM17,O3B Networks,44114,2019-020C,"8,068.7 km","8,077.4 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2019,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
O3B FM18,O3B Networks,44115,2019-020D,"8,068.9 km","8,077.2 km",0.0 &deg,287.9 minutes,14444 km,Unknown,2019,O3b Networks (O3B),FRENCH GUIANA (FRGUI)
ONEWEB-0021,OneWeb,45134,2020-008D,570.5 km,592.7 km,87.6 &deg,96.2 minutes,6952 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0017,OneWeb,45132,2009-070T,665.0 km,693.2 km,87.5 &deg,98.2 minutes,7050 km,Unknown,2009,United States (US),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0022,OneWeb,45135,2020-008E,609.0 km,632.2 km,87.5 &deg,97.0 minutes,6991 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0020,OneWeb,45133,2019-071K,594.7 km,622.8 km,87.6 &deg,96.7 minutes,6979 km,Unknown,2019,United States (US),WALLOPS ISLAND (WLPIS)
ONEWEB-0023,OneWeb,45136,2020-008F,651.9 km,677.5 km,87.4 &deg,97.9 minutes,7035 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0024,OneWeb,45137,2020-008G,615.6 km,638.4 km,87.5 &deg,97.1 minutes,6997 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0025,OneWeb,45138,2020-008H,565.9 km,592.4 km,87.6 &deg,96.1 minutes,6950 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0026,OneWeb,45139,2020-008J,579.6 km,605.6 km,87.6 &deg,96.4 minutes,6963 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0028,OneWeb,45140,2020-008K,583.0 km,609.2 km,87.6 &deg,96.5 minutes,6967 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0032,OneWeb,45141,2020-008L,610.5 km,636.4 km,87.5 &deg,97.0 minutes,6994 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0033,OneWeb,45142,2020-008M,618.3 km,642.9 km,87.5 &deg,97.2 minutes,7001 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0035,OneWeb,45143,2020-008N,669.1 km,696.3 km,87.4 &deg,98.3 minutes,7053 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0036,OneWeb,45144,2020-008P,599.7 km,624.9 km,87.5 &deg,96.8 minutes,6983 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0038,OneWeb,45145,2020-008Q,658.6 km,685.5 km,87.4 &deg,98.0 minutes,7043 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0039,OneWeb,45146,2020-008R,628.8 km,651.2 km,87.4 &deg,97.4 minutes,7010 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0040,OneWeb,45147,2020-008S,682.1 km,707.2 km,87.4 &deg,98.5 minutes,7065 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0041,OneWeb,45148,2020-008T,597.6 km,618.4 km,87.5 &deg,96.7 minutes,6979 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0043,OneWeb,45149,2020-008U,627.7 km,650.1 km,87.5 &deg,97.3 minutes,7009 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0044,OneWeb,45150,2020-008V,580.1 km,600.6 km,87.6 &deg,96.3 minutes,6961 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0045,OneWeb,45151,2020-008W,655.0 km,676.5 km,87.5 &deg,97.9 minutes,7036 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0047,OneWeb,45152,2020-008X,636.7 km,659.0 km,87.4 &deg,97.5 minutes,7018 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0048,OneWeb,45153,2020-008Y,693.9 km,718.2 km,87.4 &deg,98.7 minutes,7077 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0049,OneWeb,45154,2020-008Z,660.7 km,688.7 km,87.4 &deg,98.1 minutes,7045 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0051,OneWeb,45155,2020-008AA,583.7 km,610.5 km,87.6 &deg,96.5 minutes,6968 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0052,OneWeb,45156,2020-008AB,674.2 km,701.9 km,87.4 &deg,98.4 minutes,7059 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0053,OneWeb,45157,2020-008AC,672.4 km,699.9 km,87.4 &deg,98.3 minutes,7057 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0054,OneWeb,45158,2020-008AD,653.5 km,680.9 km,87.5 &deg,97.9 minutes,7038 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0056,OneWeb,45159,2020-008AE,641.9 km,663.9 km,87.5 &deg,97.6 minutes,7023 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0057,OneWeb,45160,2020-008AF,648.0 km,671.6 km,87.5 &deg,97.8 minutes,7030 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0058,OneWeb,45161,2020-008AG,589.7 km,614.9 km,87.6 &deg,96.6 minutes,6973 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0059,OneWeb,45162,2020-008AH,605.8 km,632.6 km,87.5 &deg,96.9 minutes,6990 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0062,OneWeb,45163,2020-008AJ,642.0 km,663.0 km,87.4 &deg,97.6 minutes,7023 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0065,OneWeb,45164,2020-008AK,676.0 km,705.2 km,87.4 &deg,98.4 minutes,7061 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0066,OneWeb,45424,2020-020A,558.2 km,596.7 km,87.6 &deg,96.1 minutes,6948 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0067,OneWeb,45425,2020-020B,556.0 km,595.6 km,87.6 &deg,96.0 minutes,6946 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0080,OneWeb,45426,2020-020C,563.9 km,606.0 km,87.6 &deg,96.2 minutes,6955 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0090,OneWeb,45427,2020-020D,560.9 km,603.4 km,87.6 &deg,96.2 minutes,6953 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0061,OneWeb,45428,2020-020E,583.4 km,626.7 km,87.6 &deg,96.6 minutes,6976 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0081,OneWeb,45429,2020-020F,573.7 km,616.3 km,87.6 &deg,96.4 minutes,6965 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0031,OneWeb,45431,2020-020H,574.9 km,615.4 km,87.6 &deg,96.4 minutes,6966 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0069,OneWeb,45430,2020-020G,573.0 km,615.7 km,87.6 &deg,96.4 minutes,6965 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0027,OneWeb,45432,2020-020J,585.1 km,626.1 km,87.6 &deg,96.7 minutes,6976 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0064,OneWeb,45433,2020-020K,581.9 km,621.8 km,87.6 &deg,96.6 minutes,6972 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0018,OneWeb,45434,2020-020L,584.6 km,623.1 km,87.6 &deg,96.6 minutes,6974 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0083,OneWeb,45435,2020-020M,583.7 km,621.5 km,87.6 &deg,96.6 minutes,6973 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0095,OneWeb,45436,2020-020N,585.9 km,622.1 km,87.6 &deg,96.6 minutes,6975 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0092,OneWeb,45437,2020-020P,586.8 km,622.3 km,87.6 &deg,96.6 minutes,6975 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0085,OneWeb,45438,2020-020Q,586.6 km,623.3 km,87.6 &deg,96.6 minutes,6975 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0096,OneWeb,45439,2020-020R,585.5 km,623.2 km,87.6 &deg,96.6 minutes,6975 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0037,OneWeb,45440,2020-020S,585.1 km,623.1 km,87.5 &deg,96.6 minutes,6975 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ONEWEB-0042,OneWeb,45441,2020-020T,586.5 km,624.3 km,87.5 &deg,96.7 minutes,6976 km,Unknown,2020,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
